Part Number,Item Number,Product Name,Slug,Category,Brand,Vehicle Type,Product Type,Retail Price,Was Price / MSRP,Rating,Review Count,Compatible Bike Makes,Compatible Bike Models,Fitment Year / Range,Description,Specs & Features,Image URL,Canonical URL
10035822,P893283,"Duro DI2004 Super Wolf Tires",duro-di2004-super-wolf-tires,Tires,N/A,"Utvatv","Intermediate Terrain / Utv Atv Tire",100.26,117.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Duro DI2004 Super Wolf Tires The Super Wolf Tires from Duro are a multi-directional knobby tire designed for excellent all-terrain traction.","Overlapping tread bar pattern creates an almost seamless center band for a smoother ride on trails Converging solid bars offer maximum traction and stability while steering, braking and cornering Segmented lugs combined with alternating wide and narrow shoulder lugs for increased stability Deep angled knobs improve clean-out and durability 2 ply and 4 ply construction for improved load capacity and stability For off highway use only",https://www.cyclegear.com/_a/product_images/1518/3013/duro_di2004_super_wolf_tires.jpg,""
10033612,P892216,"Kenda K299 Bear Claw XL Tires",kenda-k299-bear-claw-xl-tires,Tires,N/A,"Utvatv","Soft Terrain / Utv Atv Tire",107.96,119.95,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Kenda K299 Bear Claw XL Tires The Bear Claw XL Tires from Kenda are plus-sized options of the classic Kenda Bear Claw. The six ply design is tough while remaining light in weight. Angled lugs provide maximum bite over a variety of terrain types.","Classic design with deeper tread for soft and muddy terrains 6 ply rated casing allows for exceptional puncture resistance while keeping weight to a minimum Angled knobs dig into the terrain for maximum traction Center lugs provide extra traction and better control Deeper rim guard protects wheels from dings and dents Long-wearing tread compound For off highway use only",https://www.cyclegear.com/_a/product_images/1514/8004/kenda_k299_bear_claw_xl_tires.jpg,""
10049455,P898982,"GMZ Sand Stripper Staggered Cut Rear Tires",gmz-sand-stripper-staggered-cut-rear-tires,Tires,GMZ Race Products,"Utvatv","Sand Tire / Utv Atv Tire",211.64,234.00,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"GMZ Sand Stripper Staggered Cut Rear Tires For the sand and dune enthusiasts of the world, GMZ Race Products presents the Sand Stripper line of performance tires. Front or rear, Sand Stripper Tires feature an extra wide footprint that provides maximum flotation and smooth dune transitions. Thick rim guards protect the wheel lip and seal the bead from sand intrusion. Bias-ply construction in two, four, and six-ply variants delivers good durability while keeping weight savings at the forefront. Sand Stripper Staggered Cut Rear Tires are designed for machines with high RPM power delivery / reduced low RPM torque. The staggered paddle design allows for some calculated tire slippage in the sand - helping your rig get into its powerband before hooking up completely. Speed builds as the tire regains traction. The staggered cut design is excellent for peaky two-strokes and smaller displacement rigs with lower overall power output. The Sand Stripper Staggered Cut Rear Tires feature a 22.2mm paddle depth. Paddles are positioned in a staggered pattern, running partially across the tire's width. The fourteen paddles design uses a six-ply bias construction to maintain their form and contact patch when harnessing high RPM power.","Full-service sand and dune tire Staggered paddle design Engineered for peaky powerbands 14 paddles Designed for rear wheel applications 22.2mm paddle depth Excellent floatation and smooth transitions Thick rim guard keeps sand out of bead and protects rim 6 ply bias construction For off highway use only Note : Tire only. Wheel not included.",https://www.cyclegear.com/_a/product_images/1533/8456/gmz_sand_stripper_staggered_cut_rear_tires.jpg,""
10049451,P898999,"GMZ Sand Stripper Front Tires",gmz-sand-stripper-front-tires,Tires,GMZ Race Products,"Utvatv","Sand Tire / Utv Atv Tire",180.32,196.00,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"GMZ Sand Stripper Front Tires For the sand and dune enthusiasts of the world, GMZ Race Products present the Sand Stripper line of performance tires. Front or rear, Sand Stripper Tires feature an extra wide footprint that provides maximum flotation and smooth dune transitions. Thick rim guards protect the wheel lip and seal the bead from sand intrusion. Bias ply construction in two, four and six ply variants deliver good durability while keeping weight savings at the forefront. These ""standard"" Sand Stripper Front Tires feature the trademark Sand Stripper design with concave tread ribs for responsive steering and low drag. These models are designed for rear-wheel-drive applications. Sand Stripper Front Tires can be paired with any of the rear tire applications in the Sand Stripper lineup. For four-wheel-drive applications, GMZ Race Products also sells the Sand Stripper ""TT"" Front Tires with lateral traction blocks - delivering power from front driven wheels to the ground.","Front sand and dune tire Intended for rear-wheel-drive applications Excellent floatation and transition Thick rim guard keeps sand out of bead and protects rim Concave tread ribs for stability, handling and low drag 6 ply bias construction For off highway use only Note : Tire only. Wheel not included.",https://www.cyclegear.com/_a/product_images/1533/8125/gmz_sand_stripper_front_tires.jpg,""
10036279,P893601,"Duro DI-K211A / DI-K721A Tires",duro-di-k211a-di-k721a-tires,Tires,N/A,"Utvatv","Non Dot Tire / Intermediate Terrain / Utv Atv Tire",116.80,158.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Duro DI-K211A / DI-K721A Tires The Duro DIK211A and DIK721A Tire combination is the OE tire fitment on the Kawasaki KVF650 Brute Force 4x4 ATV. These four ply, bias ply tires offer solid grip and predictable performance over a wide variety of terrain.","V-shaped directional all-terrain tread pattern 4 ply bias construction OE equipment and sizes on the Kawasaki KVF650 Brute Force 4x4 ATV For off highway use only",https://www.cyclegear.com/_a/product_images/1518/7688/duro_dik211_adik721_a_tires.jpg,""
10046094,P897047,"Moose Racing Switchback Tires",moose-racing-switchback-tires,Tires,Moose Racing,"Utvatv","Intermediate Terrain / Utv Atv Tire",110.95,0.00,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Moose Racing Switchback Tires Moose Racing has created a tire that can tackle multiple terrains while being available in popular sizing with the Switchback Tires. Built using radial or bias construction the angled tread pattern features large, unbroken lugs that cover the width of the tire surface.","All-terrain tire for ATV, side-by-side and utility applications Wide, angled tread lugs 4 ply, 6 ply and 8 ply versions Bias and radial construction",https://www.cyclegear.com/_a/product_images/2541/0754/moose_racing_tire_swtchbk_dst28_x1014.jpg,""
269460,P71963,"ITP Sand Star Tires",itp-sand-star-tires,Tires,N/A,"Utvatv","Sand Tire / Utv Atv Tire",95.07,111.96,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"ITP Tires Sand Star Tire Float, flexibility and cornering capability are the key characteristics of this ITP tire that is designed to mix carving and precision handling in one.","Sold each The fronts, stamped with the ITP logo use a “dual rib” center design for remarkable steering control Rear tires are directional Rear uses Eight, 30mm paddles and eight “mini-scoops” The design creates a quicker hook-up and acceleration 2-ply rated construction",https://www.cyclegear.com/_a/product_images/1893/2746/sand_star_rear.jpg,""
10033616,P892218,"Kenda K3210F / K3211 Havok Tires",kenda-k3210f-k3211-havok-tires,Tires,N/A,"Utvatv","Hard Terrain / Utv Atv Tire",92.70,102.99,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Kenda K3210F / K3211 Havok Tires Raise your own havoc with the Havok ATV Tires from Kenda. The Havok tires feature a revised profile for predictable steering, braking and improved acceleration.","Tread spacing optimized for all sport and race ATV applications Unique race compound delivers superior traction while extending tread life Laboratory-tested and competition-proven in the most demanding conditions Non-directional 6 ply rated bias design For off highway use only",https://www.cyclegear.com/_a/product_images/1514/7443/kenda_k3210_fk3211_havok_tires.jpg,""
765332,P892199,"Kenda K546F / K547 Speed Racer Tires",kenda-k546f-k547-speed-racer-tires,Tires,N/A,"Utvatv","Hard Terrain / Utv Atv Tire",92.70,102.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Kenda K546F / K547 Speed Racer Tires The Kenda Speed Racer Tires are directional sport-inspired tires for hard surface riding and racing. Take it easy and the Speed Racers are particularly gentle on turf surfaces. The sportscar aesthetic is a guaranteed show-stopper.","Excellent design for harder surface sport riding 4 ply assembly Low-void tread pattern for reduced road noise and improved traction Directional tread pattern Not for on-highway use Not DOT approved For off highway use only",https://www.cyclegear.com/_a/product_images/1515/2237/kenda_k546_fk547_speed_racer_tires.jpg,""
922483,P256010,"IRC SS530 Tires",irc-ss530-tires,Tires,IRC Tires,"Scooter","Scooter Tire / Dot Tire",78.95,86.95,0.00,0,"Honda, Yamaha, Vespa, Suzuki, Piaggio, Kymco","Honda PCX150 / Ruckus, Yamaha Zuma / XMAX, Vespa Primavera / GTS 300, Suzuki Burgman 400",2005 - 2025,"IRC SS530 Tires","Ideal for large cc scooters Rubber compound extends life of tire and provides stability at high speeds OEM-approved quality and performance Notes : It is recommended to change your valve stem, tube and/or rim strip when installing a new tire. Shop Here!",https://www.cyclegear.com/_a/product_images/2076/7912/ircss530_tires.jpg,""
10049460,P898961,"GMZ Ivan Stewart Ironman Edition Race Tires",gmz-ivan-stewart-ironman-edition-race-tires,Tires,GMZ Race Products,"Utvatv","Hard Terrain / Utv Atv Tire",210.97,229.32,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"GMZ Ivan Stewart Ironman Edition Race Tires Not only are the GMZ Ivan Stewart Ironman Edition Race Tires equipped with all terrain grip - their main feature is for high speed desert running. The exclusive tread pattern provides maximum traction with an upper sidewall to increase forward movement in deep two-track and sand.","All-terrain grip with a focus on high speed desert running Extra-tough 8 ply bias construction Unique lug sipes with parallel grooves for better lug movement over uneven terrain Proprietary tread pattern provides maximum traction and predictable lateral stability Upper sidewall and progressive traction blocks increase forward bite in deep two-track and silt Medium, single durometer compound formulated for high-performance machines Flat contact patch delivers more forward grip and even tread wear For off highway use only Note : Tire only. Wheel not included.",https://www.cyclegear.com/_a/product_images/1533/6542/gmz_ivan_stewart_ironman_edition_race_tires.jpg,""
10035859,P893295,"Duro HF246 Tires",duro-hf246-tires,Tires,N/A,"Utvatv","Intermediate Terrain / Utv Atv Tire",85.81,100.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Duro HF246 Tires The HF246 Tire is a rugged all-terrain tire and great OEM replacement option. Lightweight two ply construction uses stiff sidewalls for added stability. Center knobs with V-shaped indents greatly enhance performance in loose terrain and hardpack.","Ideal for hardpack and loose terrain Good all-terrain performance Longer tire life than many OEM options Good all-terrain performance Rugged yet lightweight 2 ply construction For off highway use only",https://www.cyclegear.com/_a/product_images/1518/6226/duro_hf246_tires.jpg,""
10046114,P897048,"Moose Racing Splitter Tires",moose-racing-splitter-tires,Tires,Moose Racing,"Utvatv","Soft Terrain / Utv Atv Tire",93.95,0.00,0.00,0,"Honda, Yamaha, KTM, Kawasaki, Suzuki, Husqvarna, GasGas","Honda CRF250R / CRF450R, Yamaha YZ250F / YZ450F, KTM 250 SX-F / 450 SX-F, Kawasaki KX250 / KX450, Suzuki RM-Z250 / RM-Z450, Husqvarna FC 250 / FC 450",1995 - 2025,"Moose Racing Splitter Tires The Moose Racing Splitter Tires are total hitters when it comes to balancing the price-to-performance ratio. The classic V-shaped tread pattern is a solid all-around gripper with an emphasis on mud traction. The lugs themselves are dimpled which boosts grip further and helps kick off mud or clay that gets cakes onto the tire's surface. A rounded shoulder adds agility and features knobs to aid cornering and braking when under compression of the suspension stroke. Feature: V-shaped all-terrain tread pattern Excels in mud Round shoulder and knob design improves cornering and braking Directional design for good cleaning and performance 6 ply rated bias construction Lightweight design For off highway use only","N/A",https://www.cyclegear.com/_a/product_images/1527/7987/moose_racing_splitter_tires.jpg,""
10033477,P892194,"Kenda K300 Dominator Tires",kenda-k300-dominator-tires,Tires,N/A,"Utvatv","Utv Atv Tire / Hard Terrain",80.96,89.95,0.00,0,"Can-Am, Polaris, Honda, Yamaha, Kawasaki, Arctic Cat","Can-Am Spyder / Ryker / Maverick, Polaris RZR / Ranger, Honda Pioneer / Foreman, Yamaha Grizzly",2008 - 2025,"Kenda K300 Dominator Tires The Kenda Dominator Tires bring tire tech from the MX pros to the recreational rider. The split knob design provides exceptional cornering and braking.","MX all-terrain design 4 ply bias construction Perfect for recreational riding Split knob design Exceptional corning and braking For off highway use only",https://www.cyclegear.com/_a/product_images/1514/6389/kenda_k300_dominator_tires.jpg,""
